Id,SalePrice
1,162765.734375
2,157349.25
3,156018.171875
4,160142.609375
5,181642.875
6,225570.828125
7,153259.46875
8,171701.15625
9,189738.65625
10,143664.40625
11,101914.234375
12,158105.984375
13,250893.375
14,141886.71875
15,113088.390625
16,162106.140625
17,231531.703125
18,113363.015625
19,194793.625
20,188896.9375
21,155169.265625
22,176003.578125
23,138393.34375
24,167981.640625
25,132278.25
26,203327.125
27,218115.46875
28,169126.84375
29,140145.3125
30,197125.375
31,161077.734375
32,129485.84375
33,146371.0625
34,139052.4375
35,198537.15625
36,137002.453125
37,200618.140625
38,157597.078125
39,137444.953125
40,177792.265625
41,210275.4375
42,110615.015625
43,122554.7578125
44,121645.65625
45,161856.4375
46,159977.546875
47,118873.5390625
48,125592.9609375
49,153546.21875
50,197558.96875
51,182424.15625
52,187734.421875
53,106519.125
54,157061.546875
55,185278.390625
56,183091.90625
57,153360.921875
58,171996.421875
59,137827.25
60,123794.0703125
61,171700.265625
62,202405.640625
63,114740.953125
64,208221.34375
65,157572.96875
66,143735.71875
67,217434.140625
68,188635.640625
69,121989.3984375
70,173942.09375
71,136352.03125
72,168033.015625
73,164030.21875
74,108991.34375
75,146474.9375
76,237456.171875
77,226381.359375
78,122773.7265625
79,127709.359375
80,141262.828125
81,157536.09375
82,211904.359375
83,188008.84375
84,144464.5625
85,181970.78125
86,204559.78125
87,144446.203125
88,178492.359375
89,116292.828125
90,157953.421875
91,138439.3125
92,224547.171875
93,172369.453125
94,119872.8671875
95,166838.453125
96,141589.59375
97,160293.296875
98,206112.125
99,183009.453125
100,167650.9375
101,187802.71875
102,152903.546875
103,173450.953125
104,191917.671875
105,129196.90625
106,172134.25
107,187004.96875
108,133135.859375
109,160349.515625
110,126883.921875
111,102571.9140625
112,180719.28125
113,139132.78125
114,146513.703125
115,171983.765625
116,138456.6875
117,130559.4921875
118,136068.265625
119,197505.890625
120,151230.90625
121,167267.703125
122,131013.3671875
123,168877.546875
124,197313.296875
125,154658.484375
126,174191.890625
127,162371.125
128,135491.328125
129,193599.4375
130,168780.203125
131,138914.625
132,207047.578125
133,179037.890625
134,117222.9921875
135,184361.25
136,124688.5703125
137,200048.328125
138,158816.640625
139,153632.1875
140,176441.0625
141,175601.328125
142,148152.453125
143,297448.09375
144,174922.40625
145,192159.546875
146,236771.890625
147,141074.09375
148,148601.0625
149,146485.078125
150,163537.59375
151,205397.6875
152,179177
153,104794.0234375
154,181306.21875
155,168032.015625
156,139952.484375
157,229891.453125
158,197378.03125
159,132979.953125
160,198728.0625
161,136182.953125
162,151385.921875
163,260609.421875
164,176372.734375
165,138616.6875
166,189406.296875
167,180684.03125
168,192001.359375
169,124633.28125
170,161622.71875
171,151618.890625
172,187390.0625
173,214393.9375
174,189866.046875
175,175851.4375
176,254244.8125
177,209931.078125
178,193456.59375
179,187042.953125
180,183332.953125
181,122272.1328125
182,146412.359375
183,168451.296875
184,139929.453125
185,158969.265625
186,193770.828125
187,177684.125
188,113009.4921875
189,199511.1875
190,132788.359375
191,144906.984375
192,181954.890625
193,159852.9375
194,223927.59375
195,141395.4375
196,170120.84375
197,206711.578125
198,179466.734375
199,225633.875
200,157629.84375
201,165172.671875
202,151282.59375
203,198295.28125
204,176977.296875
205,146585.4375
206,206231.9375
207,169857.421875
208,164166.140625
209,158815.4375
210,145181.5
