Id,SalePrice
1,156978.140625
2,146179.875
3,144038.296875
4,159734.703125
5,169592.65625
6,225471.828125
7,143633.375
8,165270.71875
9,191242.34375
10,144637.765625
11,98056.3046875
12,142740.5625
13,249829.171875
14,140752.359375
15,110278.3203125
16,158638.21875
17,228535.28125
18,115267.5546875
19,191441.5625
20,186802.59375
21,160150.40625
22,164212.53125
23,133340.828125
24,165605.5
25,130416.640625
26,200325.5625
27,219263.34375
28,163605.359375
29,132434.046875
30,191737.90625
31,153402.703125
32,124505.9921875
33,140767.5625
34,129476.9609375
35,201156.40625
36,137028.359375
37,203186.921875
38,156563.078125
39,139493.921875
40,176129.296875
41,207599.171875
42,104940.375
43,119036.703125
44,121408.453125
45,153094.390625
46,150491.59375
47,106350.421875
48,126007.1328125
49,154490.109375
50,188251.609375
51,167043.234375
52,173354.8125
53,97304.1328125
54,159303.96875
55,179332.515625
56,179746.109375
57,147640.984375
58,166544.65625
59,135818.234375
60,116171.8515625
61,167017.125
62,195988.859375
63,119213.109375
64,201812.421875
65,159802.953125
66,143443.640625
67,215488.09375
68,188811.546875
69,115983.140625
70,169681.84375
71,131218
72,157629.375
73,163484.15625
74,104404.5234375
75,147240.390625
76,231705.5
77,224083.34375
78,117150.453125
79,119922.828125
80,143152.90625
81,160276.09375
82,215519.765625
83,187823.8125
84,143402.125
85,182042.59375
86,197963.75
87,139835.046875
88,171899.984375
89,110952.9296875
90,160830.671875
91,134958.859375
92,221394.90625
93,173255.640625
94,108417.5546875
95,171875.53125
96,139251.03125
97,159780.0625
98,195770.53125
99,177530.84375
100,155354.46875
101,179888.875
102,143603.3125
103,170544.46875
104,191438.5625
105,130303.2734375
106,161441.734375
107,187133.984375
108,120397.46875
109,144358.65625
110,122831.765625
111,99595.8984375
112,183773.4375
113,133842.65625
114,136453.859375
115,166836.671875
116,130920.359375
117,126473.296875
118,124786.265625
119,201933.78125
120,148856.203125
121,165400.15625
122,128610.7734375
123,151160.140625
124,194583.125
125,151038.15625
126,168327.6875
127,161764.609375
128,130192.8359375
129,176314.390625
130,172300.359375
131,140640.546875
132,201600.90625
133,182066.359375
134,117444.8125
135,177273.78125
136,119769.4609375
137,201248.9375
138,156739.1875
139,150166.890625
140,177982.84375
141,173041.5
142,139317.8125
143,296046.21875
144,176367.015625
145,188683.0625
146,233382.15625
147,142026.6875
148,149414.28125
149,148605.203125
150,169536.734375
151,195325.328125
152,174864.984375
153,98476.8046875
154,185302.4375
155,168168.203125
156,134832.90625
157,224227.0625
158,191468.6875
159,122205.515625
160,189989.984375
161,136980.453125
162,150992.09375
163,256131.25
164,168873.671875
165,139831.4375
166,196921.546875
167,173380.984375
168,187948.84375
169,120470.3984375
170,148402.296875
171,147310.484375
172,183201.515625
173,213086.515625
174,183100.125
175,173352.765625
176,253855.9375
177,203236.828125
178,192208.140625
179,186631.8125
180,175772.5625
181,122225.5859375
182,147133.53125
183,154091.90625
184,131959.53125
185,165474.140625
186,203725.890625
187,164576.328125
188,98695.421875
189,195259.40625
190,130809.8984375
191,142791.625
192,179004.96875
193,153086.796875
194,224084.078125
195,142113.1875
196,163245.9375
197,202757.484375
198,175528.65625
199,220730.046875
200,160817.9375
201,163668.265625
202,148494.515625
203,196768.515625
204,163328.625
205,137087
206,205948.34375
207,164198.0625
208,164683.609375
209,156233.734375
210,137274.140625
211,250668.765625
212,106913.9609375
213,164096.328125
214,151002.34375
215,123005.6953125
216,160412.15625
217,159067.875
218,229969.46875
219,189090.75
220,198230.109375
221,137072.78125
222,205152.90625
223,139110.640625
224,247370.34375
225,126079.6640625
226,161440.4375
227,122029.984375
228,194223.1875
229,144273.8125
230,141473.9375
231,173231.625
232,137270.453125
233,122886.984375
234,153917.453125
235,154750.234375
236,129352.5546875
237,150104.25
238,133691
239,118043.5859375
240,185935.359375
241,159232.203125
242,109184.5
243,225740.421875
244,161531.765625
245,141335.6875
246,172699.59375
247,178894.21875
248,190692.421875
249,152093.21875
250,331110.03125
251,192568.6875
252,148504.25
253,163013.71875
254,162742.171875
255,167926.15625
256,188550.25
257,147052.09375
258,185412.484375
259,162164.0625
260,139629.953125
261,181045.015625
262,207875.234375
263,136806.671875
264,138632.984375
265,226937.90625
266,141650.765625
267,138946.421875
268,144827.65625
269,108155.890625
270,151316.40625
271,206160.125
272,193162.4375
273,185277.515625
274,171993.34375
275,146484.6875
276,96531.140625
277,160488.09375
278,174224.6875
279,178327.375
280,198520.390625
281,129567.6875
282,159962.59375
283,123457.578125
284,155893.640625
285,189394.21875
286,209738.890625
287,182236.40625
288,162041.9375
289,229743.765625
290,193557.140625
291,208329.15625
292,221827.65625
293,181646.296875
294,200170.734375
295,168472.234375
296,161769.125
297,153084.8125
298,187242.546875
299,170493.15625
300,130869.6953125
301,203198.890625
302,218683.09375
303,174746.390625
304,163778.171875
305,162221.40625
306,200665.3125
307,129510.9375
308,177024.140625
309,144908.28125
310,178499.53125
311,118670.109375
312,156035.625
313,149468.671875
314,158715.28125
315,127345.734375
316,267051.40625
317,120469.625
318,133618.4375
319,140912.5625
320,160235.84375
321,168924.609375
322,116401.203125
323,198583.921875
324,149965.6875
325,171583.34375
326,176007.890625
327,176564.828125
328,104467.8671875
329,142153.4375
330,161435.4375
331,208391.84375
332,147006.859375
333,148811.234375
334,87442.0078125
335,218367.515625
336,166708.484375
337,124558.203125
338,198700.984375
339,154611.0625
340,237588.84375
341,171945.109375
342,191133.71875
343,119394.21875
344,149207.328125
345,304215.875
346,227834.21875
347,169791.75
348,116326.4140625
349,178379.3125
350,88283.578125
351,154732.421875
352,165278.84375
353,107756.2421875
354,124652.46875
355,178791.1875
