Id,SalePrice
1,173087.880274139
2,173087.880274139
3,173087.880274139
4,173087.880274139
5,173087.880274139
6,173087.880274139
7,173087.880274139
8,173087.880274139
9,173087.880274139
10,173087.880274139
11,173087.880274139
14,173087.880274139
15,173087.880274139
17,173087.880274139
18,173087.880274139
19,173087.880274139
21,173087.880274139
22,173087.880274139
23,173087.880274139
24,173087.880274139
25,173087.880274139
27,173087.880274139
28,173087.880274139
30,173087.880274139
31,173087.880274139
33,173087.880274139
34,173087.880274139
35,173087.880274139
36,173087.880274139
37,173087.880274139
38,173087.880274139
39,173087.880274139
40,173087.880274139
41,173087.880274139
42,173087.880274139
43,173087.880274139
44,173087.880274139
45,173087.880274139
46,173087.880274139
47,173087.880274139
48,173087.880274139
49,173087.880274139
50,173087.880274139
51,173087.880274139
52,173087.880274139
53,173087.880274139
54,173087.880274139
55,173087.880274139
57,173087.880274139
58,173087.880274139
59,173087.880274139
61,173087.880274139
62,173087.880274139
64,173087.880274139
67,173087.880274139
68,173087.880274139
69,173087.880274139
70,173087.880274139
71,173087.880274139
73,173087.880274139
74,173087.880274139
75,173087.880274139
78,173087.880274139
79,173087.880274139
80,173087.880274139
81,173087.880274139
82,173087.880274139
83,173087.880274139
84,173087.880274139
85,173087.880274139
86,173087.880274139
87,173087.880274139
88,173087.880274139
89,173087.880274139
90,173087.880274139
91,173087.880274139
92,173087.880274139
94,173087.880274139
95,173087.880274139
96,173087.880274139
97,173087.880274139
99,173087.880274139
100,173087.880274139
101,173087.880274139
102,173087.880274139
104,173087.880274139
105,173087.880274139
106,173087.880274139
107,173087.880274139
108,173087.880274139
109,173087.880274139
110,173087.880274139
111,173087.880274139
112,173087.880274139
113,173087.880274139
114,173087.880274139
115,173087.880274139
116,173087.880274139
117,173087.880274139
118,173087.880274139
119,173087.880274139
120,173087.880274139
121,173087.880274139
124,173087.880274139
125,173087.880274139
126,173087.880274139
127,173087.880274139
129,173087.880274139
130,173087.880274139
131,173087.880274139
132,173087.880274139
133,173087.880274139
134,173087.880274139
135,173087.880274139
136,173087.880274139
137,173087.880274139
138,173087.880274139
140,173087.880274139
141,173087.880274139
142,173087.880274139
143,173087.880274139
147,173087.880274139
148,173087.880274139
150,173087.880274139
151,173087.880274139
152,173087.880274139
153,173087.880274139
155,173087.880274139
156,173087.880274139
158,173087.880274139
159,173087.880274139
161,173087.880274139
162,173087.880274139
163,173087.880274139
164,173087.880274139
166,173087.880274139
167,173087.880274139
168,173087.880274139
169,173087.880274139
170,173087.880274139
172,173087.880274139
173,173087.880274139
174,173087.880274139
175,173087.880274139
176,173087.880274139
177,173087.880274139
178,173087.880274139
179,173087.880274139
180,173087.880274139
181,173087.880274139
182,173087.880274139
183,173087.880274139
184,173087.880274139
185,173087.880274139
187,173087.880274139
189,173087.880274139
190,173087.880274139
191,173087.880274139
192,173087.880274139
194,173087.880274139
195,173087.880274139
196,173087.880274139
198,173087.880274139
199,173087.880274139
200,173087.880274139
201,173087.880274139
202,173087.880274139
203,173087.880274139
204,173087.880274139
205,173087.880274139
206,173087.880274139
207,173087.880274139
208,173087.880274139
209,173087.880274139
210,173087.880274139
211,173087.880274139
212,173087.880274139
213,173087.880274139
214,173087.880274139
215,173087.880274139
216,173087.880274139
217,173087.880274139
218,173087.880274139
219,173087.880274139
220,173087.880274139
221,173087.880274139
223,173087.880274139
224,173087.880274139
225,173087.880274139
226,173087.880274139
227,173087.880274139
228,173087.880274139
229,173087.880274139
230,173087.880274139
231,173087.880274139
233,173087.880274139
235,173087.880274139
236,173087.880274139
237,173087.880274139
238,173087.880274139
240,173087.880274139
241,173087.880274139
242,173087.880274139
